text,coding,round,recipient,sender.id,sender.name,treatment,direction,gameID,guess.x,confidence.x,nRabbits.x,nSquirrels.x,nCritters.x,mleEstimate.x,nSquirrelsGame.x,nRabbitsGame.x,mleGame.x,entropy.x,representation.x,designatedGame.x,entropy_bin.x,representation_bin.x,nCrittersGame_bin.x,error.x,guess.y,confidence.y,nRabbits.y,nSquirrels.y,nCritters.y,mleEstimate.y,nSquirrelsGame.y,nRabbitsGame.y,mleGame.y,entropy.y,representation.y,designatedGame.y,entropy_bin.y,representation_bin.y,nCrittersGame_bin.y,error.y
Still 1 squirrel and 0 rabbits,pn,6,01JGPVCFQ1G24PM7MDYYJH7WX7,01JGPVC0D3JEJP73AY6QJ1JF22,player 2,interactive,SR,01JGPVAJ0BKW1P9FREJ7BT9S0V,5,75,0,1,1,0,5,15,0.75,1.1224,0.5,49,"1.1,1.4","0.48,0.6","15,20",70,5,75,0,1,1,0,5,15,0.75,1.1224,0.5,49,"1.1,1.4","0.48,0.6","15,20",70
I only get 4 squirrels every time!,pn,6,01JGPVC0D3JEJP73AY6QJ1JF22,01JGPVABH29PPV6PQCQP7GMNF9,player 1,interactive,SR,01JGPVAJ0BKW1P9FREJ7BT9S0V,65,62,0,4,4,0,5,15,0.75,1.1224,0.5,49,"1.1,1.4","0.48,0.6","15,20",10,65,62,0,4,4,0,5,15,0.75,1.1224,0.5,49,"1.1,1.4","0.48,0.6","15,20",10
"11 rabbits, 0 squirrel",pn,7,01JGPVC0D3JEJP73AY6QJ1JF22,01JGPVCXT695DTK5TKDNSENMPC,player 4,interactive,SR,01JGPVAJ0BKW1P9FREJ7BT9S0V,99,100,11,0,11,1,5,15,0.75,1.1224,0.5,49,"1.1,1.4","0.48,0.6","15,20",24,99,100,11,0,11,1,5,15,0.75,1.1224,0.5,49,"1.1,1.4","0.48,0.6","15,20",24
"4 rabbits, 0 squirrels",pn,7,01JGPVABH29PPV6PQCQP7GMNF9,01JGPVCFQ1G24PM7MDYYJH7WX7,player 3,interactive,SR,01JGPVAJ0BKW1P9FREJ7BT9S0V,65,84,4,0,4,1,5,15,0.75,1.1224,0.5,49,"1.1,1.4","0.48,0.6","15,20",10,65,84,4,0,4,1,5,15,0.75,1.1224,0.5,49,"1.1,1.4","0.48,0.6","15,20",10
"1 squirrel, 0 rabbits",pn,7,01JGPVCXT695DTK5TKDNSENMPC,01JGPVC0D3JEJP73AY6QJ1JF22,player 2,interactive,SR,01JGPVAJ0BKW1P9FREJ7BT9S0V,99,83,0,1,1,0,5,15,0.75,1.1224,0.5,49,"1.1,1.4","0.48,0.6","15,20",24,99,83,0,1,1,0,5,15,0.75,1.1224,0.5,49,"1.1,1.4","0.48,0.6","15,20",24
still just 4 squirrels,pn,7,01JGPVCFQ1G24PM7MDYYJH7WX7,01JGPVABH29PPV6PQCQP7GMNF9,player 1,interactive,SR,01JGPVAJ0BKW1P9FREJ7BT9S0V,50,100,0,4,4,0,5,15,0.75,1.1224,0.5,49,"1.1,1.4","0.48,0.6","15,20",25,50,100,0,4,4,0,5,15,0.75,1.1224,0.5,49,"1.1,1.4","0.48,0.6","15,20",25
"11 rabbits, 0 squirrel",pn,8,01JGPVCFQ1G24PM7MDYYJH7WX7,01JGPVCXT695DTK5TKDNSENMPC,player 4,interactive,SR,01JGPVAJ0BKW1P9FREJ7BT9S0V,96,100,11,0,11,1,5,15,0.75,1.1224,0.5,49,"1.1,1.4","0.48,0.6","15,20",21,96,100,11,0,11,1,5,15,0.75,1.1224,0.5,49,"1.1,1.4","0.48,0.6","15,20",21
"4 rabbits, 0 squirrels",pn,8,01JGPVC0D3JEJP73AY6QJ1JF22,01JGPVCFQ1G24PM7MDYYJH7WX7,player 3,interactive,SR,01JGPVAJ0BKW1P9FREJ7BT9S0V,70,41,4,0,4,1,5,15,0.75,1.1224,0.5,49,"1.1,1.4","0.48,0.6","15,20",5,70,41,4,0,4,1,5,15,0.75,1.1224,0.5,49,"1.1,1.4","0.48,0.6","15,20",5
"1 squirrel, 0 rabbits",pn,8,01JGPVABH29PPV6PQCQP7GMNF9,01JGPVC0D3JEJP73AY6QJ1JF22,player 2,interactive,SR,01JGPVAJ0BKW1P9FREJ7BT9S0V,99,52,0,1,1,0,5,15,0.75,1.1224,0.5,49,"1.1,1.4","0.48,0.6","15,20",24,99,52,0,1,1,0,5,15,0.75,1.1224,0.5,49,"1.1,1.4","0.48,0.6","15,20",24
4 squirrels mines never changed,pn,8,01JGPVCXT695DTK5TKDNSENMPC,01JGPVABH29PPV6PQCQP7GMNF9,player 1,interactive,SR,01JGPVAJ0BKW1P9FREJ7BT9S0V,36,63,0,4,4,0,5,15,0.75,1.1224,0.5,49,"1.1,1.4","0.48,0.6","15,20",39,36,63,0,4,4,0,5,15,0.75,1.1224,0.5,49,"1.1,1.4","0.48,0.6","15,20",39
Hey!,o,1,01JGQ6CNJ1ACK8XC65208Z5Y3Y,01JGQ6752WBRJRWQZDG2B8VEQ1,player 2,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,17,0,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",10.59,17,0,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",10.59
I only saw one squirrel,pn,1,01JGQ6CNJ1ACK8XC65208Z5Y3Y,01JGQ6752WBRJRWQZDG2B8VEQ1,player 2,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,17,0,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",10.59,17,0,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",10.59
"I saw 2 rabbits, 1 squirrel",pn,1,01JGQ67CPT0KV34AC8NFVVVRWJ,01JGQ66SGDNBGSC4JK2A2QJVR3,player 1,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,25,64,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59,25,64,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59
you?,q,1,01JGQ6CNJ1ACK8XC65208Z5Y3Y,01JGQ6752WBRJRWQZDG2B8VEQ1,player 2,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,17,0,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",10.59,17,0,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",10.59
i can see one rabbit,pn,1,01JGQ66SGDNBGSC4JK2A2QJVR3,01JGQ67CPT0KV34AC8NFVVVRWJ,player 3,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,50,100,1,0,1,1,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",22.41,50,100,1,0,1,1,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",22.41
"my ratio is 18:6, so 3:1",pb,1,01JGQ6752WBRJRWQZDG2B8VEQ1,01JGQ6CNJ1ACK8XC65208Z5Y3Y,player 4,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,NA,NA,18,6,24,0.75,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",NA,NA,NA,18,6,24,0.75,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",NA
Hey!,o,2,01JGQ66SGDNBGSC4JK2A2QJVR3,01JGQ6752WBRJRWQZDG2B8VEQ1,player 2,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,50,17,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",22.41,50,17,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",22.41
"I see 2 rabbits, 1 squirrel",pn,2,01JGQ6CNJ1ACK8XC65208Z5Y3Y,01JGQ66SGDNBGSC4JK2A2QJVR3,player 1,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,40,45,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",12.41,40,45,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",12.41
I only saw one squirrel,pn,2,01JGQ66SGDNBGSC4JK2A2QJVR3,01JGQ6752WBRJRWQZDG2B8VEQ1,player 2,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,50,17,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",22.41,50,17,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",22.41
i can see one rabbiy,pn,2,01JGQ6752WBRJRWQZDG2B8VEQ1,01JGQ67CPT0KV34AC8NFVVVRWJ,player 3,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,50,80,1,0,1,1,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",22.41,50,80,1,0,1,1,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",22.41
what did you see?,q,2,01JGQ66SGDNBGSC4JK2A2QJVR3,01JGQ6752WBRJRWQZDG2B8VEQ1,player 2,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,50,17,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",22.41,50,17,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",22.41
rabbit,o,2,01JGQ6752WBRJRWQZDG2B8VEQ1,01JGQ67CPT0KV34AC8NFVVVRWJ,player 3,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,50,80,1,0,1,1,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",22.41,50,80,1,0,1,1,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",22.41
"i see 2 rabbits, 1 squirrel",pn,3,01JGQ6752WBRJRWQZDG2B8VEQ1,01JGQ66SGDNBGSC4JK2A2QJVR3,player 1,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,25,96,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59,25,96,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59
my total count so far is 20:8 rabbits:squirrels,sn,3,01JGQ66SGDNBGSC4JK2A2QJVR3,01JGQ6CNJ1ACK8XC65208Z5Y3Y,player 4,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,75,68,18,6,24,0.75,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",47.41,75,68,18,6,24,0.75,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",47.41
i can see one rabbit,pn,3,01JGQ6CNJ1ACK8XC65208Z5Y3Y,01JGQ67CPT0KV34AC8NFVVVRWJ,player 3,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,50,81,1,0,1,1,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",22.41,50,81,1,0,1,1,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",22.41
I have 18:6 in my own yard,pn,3,01JGQ66SGDNBGSC4JK2A2QJVR3,01JGQ6CNJ1ACK8XC65208Z5Y3Y,player 4,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,75,68,18,6,24,0.75,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",47.41,75,68,18,6,24,0.75,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",47.41
what did you see individually?,q,3,01JGQ6752WBRJRWQZDG2B8VEQ1,01JGQ66SGDNBGSC4JK2A2QJVR3,player 1,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,25,96,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59,25,96,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59
"i see 2 r, 1 s",pn,4,01JGQ67CPT0KV34AC8NFVVVRWJ,01JGQ66SGDNBGSC4JK2A2QJVR3,player 1,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,25,100,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59,25,100,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59
1 Squirrel,pn,4,01JGQ6CNJ1ACK8XC65208Z5Y3Y,01JGQ6752WBRJRWQZDG2B8VEQ1,player 2,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,27,16,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",0.590000000000003,27,16,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",0.590000000000003
No rabbits,pn,4,01JGQ6CNJ1ACK8XC65208Z5Y3Y,01JGQ6752WBRJRWQZDG2B8VEQ1,player 2,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,27,16,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",0.590000000000003,27,16,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",0.590000000000003
one rabbit,pn,4,01JGQ66SGDNBGSC4JK2A2QJVR3,01JGQ67CPT0KV34AC8NFVVVRWJ,player 3,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,50,57,1,0,1,1,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",22.41,50,57,1,0,1,1,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",22.41
18 rabbits 6 squirrels,pn,4,01JGQ6752WBRJRWQZDG2B8VEQ1,01JGQ6CNJ1ACK8XC65208Z5Y3Y,player 4,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,NA,NA,18,6,24,0.75,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",NA,NA,NA,18,6,24,0.75,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",NA
total ratio is 3 to `,sn,4,01JGQ67CPT0KV34AC8NFVVVRWJ,01JGQ66SGDNBGSC4JK2A2QJVR3,player 1,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,25,100,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59,25,100,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59
1,sn,4,01JGQ67CPT0KV34AC8NFVVVRWJ,01JGQ66SGDNBGSC4JK2A2QJVR3,player 1,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,25,100,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59,25,100,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59
3 to 1,sn,4,01JGQ67CPT0KV34AC8NFVVVRWJ,01JGQ66SGDNBGSC4JK2A2QJVR3,player 1,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,25,100,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59,25,100,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59
one rabbit,pn,5,01JGQ6752WBRJRWQZDG2B8VEQ1,01JGQ67CPT0KV34AC8NFVVVRWJ,player 3,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,30,37,1,0,1,1,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.41,30,37,1,0,1,1,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.41
"I see 2 r, 1 s",pn,5,01JGQ6CNJ1ACK8XC65208Z5Y3Y,01JGQ66SGDNBGSC4JK2A2QJVR3,player 1,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,25,100,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59,25,100,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59
1 squirrel,pn,5,01JGQ66SGDNBGSC4JK2A2QJVR3,01JGQ6752WBRJRWQZDG2B8VEQ1,player 2,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,50,68,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",22.41,50,68,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",22.41
is it all the same to you?,o,5,01JGQ66SGDNBGSC4JK2A2QJVR3,01JGQ6752WBRJRWQZDG2B8VEQ1,player 2,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,50,68,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",22.41,50,68,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",22.41
18 r 6 s,pn,5,01JGQ67CPT0KV34AC8NFVVVRWJ,01JGQ6CNJ1ACK8XC65208Z5Y3Y,player 4,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,25,100,18,6,24,0.75,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59,25,100,18,6,24,0.75,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59
I think total ratio is 3 r's to 1 s,sb,5,01JGQ6CNJ1ACK8XC65208Z5Y3Y,01JGQ66SGDNBGSC4JK2A2QJVR3,player 1,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,25,100,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59,25,100,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59
like every round,sb,5,01JGQ66SGDNBGSC4JK2A2QJVR3,01JGQ6752WBRJRWQZDG2B8VEQ1,player 2,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,50,68,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",22.41,50,68,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",22.41
agree with that,sb,5,01JGQ67CPT0KV34AC8NFVVVRWJ,01JGQ6CNJ1ACK8XC65208Z5Y3Y,player 4,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,25,100,18,6,24,0.75,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59,25,100,18,6,24,0.75,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59
"No, one guy had 18-6",sn,5,01JGQ6CNJ1ACK8XC65208Z5Y3Y,01JGQ66SGDNBGSC4JK2A2QJVR3,player 1,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,25,100,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59,25,100,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59
1 Squirrel,pn,6,01JGQ67CPT0KV34AC8NFVVVRWJ,01JGQ6752WBRJRWQZDG2B8VEQ1,player 2,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,65,22,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",37.41,65,22,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",37.41
is it all the same to you?,pn,6,01JGQ67CPT0KV34AC8NFVVVRWJ,01JGQ6752WBRJRWQZDG2B8VEQ1,player 2,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,65,22,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",37.41,65,22,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",37.41
I have 18:6 rabbits:Squirrels,pn,6,01JGQ66SGDNBGSC4JK2A2QJVR3,01JGQ6CNJ1ACK8XC65208Z5Y3Y,player 4,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,26,100,18,6,24,0.75,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",1.59,26,100,18,6,24,0.75,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",1.59
"1 see 2 r, 1 s. Total ratio is 3 rabbits to 1 squirrel",pnsn,6,01JGQ6752WBRJRWQZDG2B8VEQ1,01JGQ66SGDNBGSC4JK2A2QJVR3,player 1,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,25,100,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59,25,100,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59
like does it every change,o,6,01JGQ67CPT0KV34AC8NFVVVRWJ,01JGQ6752WBRJRWQZDG2B8VEQ1,player 2,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,65,22,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",37.41,65,22,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",37.41
one rabbit,pn,6,01JGQ6CNJ1ACK8XC65208Z5Y3Y,01JGQ67CPT0KV34AC8NFVVVRWJ,player 3,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,50,62,1,0,1,1,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",22.41,50,62,1,0,1,1,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",22.41
the other two people have 0:1 and 2:1,sn,6,01JGQ66SGDNBGSC4JK2A2QJVR3,01JGQ6CNJ1ACK8XC65208Z5Y3Y,player 4,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,26,100,18,6,24,0.75,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",1.59,26,100,18,6,24,0.75,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",1.59
yes all the same,o,6,01JGQ6CNJ1ACK8XC65208Z5Y3Y,01JGQ67CPT0KV34AC8NFVVVRWJ,player 3,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,50,62,1,0,1,1,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",22.41,50,62,1,0,1,1,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",22.41
one rabbit,pn,7,01JGQ66SGDNBGSC4JK2A2QJVR3,01JGQ67CPT0KV34AC8NFVVVRWJ,player 3,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,25,79,1,0,1,1,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59,25,79,1,0,1,1,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59
1 squirrel,pn,7,01JGQ6CNJ1ACK8XC65208Z5Y3Y,01JGQ6752WBRJRWQZDG2B8VEQ1,player 2,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,66,27,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",38.41,66,27,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",38.41
does it ever change?,o,7,01JGQ6CNJ1ACK8XC65208Z5Y3Y,01JGQ6752WBRJRWQZDG2B8VEQ1,player 2,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,66,27,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",38.41,66,27,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",38.41
mines all the same,o,7,01JGQ6CNJ1ACK8XC65208Z5Y3Y,01JGQ6752WBRJRWQZDG2B8VEQ1,player 2,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,66,27,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",38.41,66,27,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",38.41
yes same here,o,7,01JGQ6752WBRJRWQZDG2B8VEQ1,01JGQ6CNJ1ACK8XC65208Z5Y3Y,player 4,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,25,100,18,6,24,0.75,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59,25,100,18,6,24,0.75,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59
every round,o,7,01JGQ6CNJ1ACK8XC65208Z5Y3Y,01JGQ6752WBRJRWQZDG2B8VEQ1,player 2,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,66,27,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",38.41,66,27,0,1,1,0,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",38.41
"I have 2 rabbits, 1 squirrel. For us all combined, ratio is 3 rabbits to 1 squirrel",sbpn,7,01JGQ67CPT0KV34AC8NFVVVRWJ,01JGQ66SGDNBGSC4JK2A2QJVR3,player 1,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,25,100,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59,25,100,2,1,3,0.666666666666667,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59
total ratio seems to be 21:8,sn,7,01JGQ6752WBRJRWQZDG2B8VEQ1,01JGQ6CNJ1ACK8XC65208Z5Y3Y,player 4,interactive,RS,01JGQ52XWZD49B9WD5K2KTEVGM,25,100,18,6,24,0.75,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59,25,100,18,6,24,0.75,8,21,0.7241,0.6235,0.2708,10216,"0.54,0.81","0.24,0.36","25,30",2.59
